text,target,label
গ্রন্থি অস্ত্রোপচারের ফলে গলা কেটে যায়,1,WFC
"যে-সন্তানের সঙ্গে তাদের জীবন চলছে, তার জন্য আশা করা খুবই স্বাভাবিক",0,NC
নিহত সোনা মিয়া কাউনিয়া উপজেলা আওয়ামী লীগের সভাপতি ও উপজেলা পরিষদের চেয়ারম্যান আনোয়রুল ইসলামের অনুসারী ছিলেন,2,CWC
"বিদ্যানন্দ ফাউন্ডেশন এতটা এতিমখানা করেছে, এতজন স্বেচ্ছাসেবক—আমরা ফাউন্ডেশনের কাজকে এভাবে সংখ্যা দিয়ে মূল্যায়ন করি না",0,NC
"ইমন নামে এক কলেজ পড়ুয়া শিক্ষার্থী জানান, বাজারে প্রায় প্রতিটি কোম্পানির কলমের দাম বেড়েছে",0,NC
এক মাস আগে প্রতি কেজি চিনির দাম ১২০-১২৫ টাকা নির্ধারণ করা হলেও ব্যবসায়ীরা তা মানেননি,1,WFC
"অন্যদিকে বৌদ্ধ সম্প্রদায়ের নেতারা বলছেন, বৌদ্ধবিহারে যাঁরা হামলা করেছিলেন, তাঁদের আসামি করা হয়নি",0,NC
আমি কোরআন উদ্ধারের সময় ভিডিও করা হয়,0,NC
"আমাদের বিনিয়োগ, রেমিটেন্স প্রবাহ এবং আমদানি-রফতানি পরিস্থিতি সবকিছু স্বাভাবিক রয়েছে",1,WFC
অতীতে বেতন স্কেল আদেশে সরকারি কর্মচারীদের প্রতিবছর নির্ধারিত পরিমাণে বেতন বৃদ্ধির সুবিধা ছিল,1,WFC
অর্থাৎ একজন মানুষকে সুস্থভাবে বেঁচে থাকার জন্য প্রতি ঘনমিটারে ৫ মাইক্রোগ্রামের চেয়ে কম অতি ক্ষুদ্র বস্তুকণা পিএম-২.৫ থাকতে হবে,2,CWC
এই সামান্য আঘাত এই অগ্রগতিকে প্রতিরোধ করতে পারবে না,1,WFC
এর মধ্যে রংপুর জেলায় প্রায় ৩৩ হাজার খামারে দুই লাখের ওপর গরু রয়েছে,2,CWC
"ভাববে অমুকে যখন শাস্তি পেয়েছেন, আমাকেও ছাড় দেবে না",0,NC
চলমান ২০২২-২৩ অর্থবছরের প্রথম দুই মাসে (জুলাই ও আগস্ট) টানা ২ বিলিয়ন ডলার করে পাঠিয়েছেন প্রবাসীরা,2,CWC
পুরো জুন মাস বন্ধ থাকতে পারে পায়রা বিদ্যুৎকেন্দ্র,2,CWC
সমগ্র বাংলাদেশকে রেল সংযোগের আওতায় আনা হচ্ছে,0,NC
"যেসব দেশে এখন ডেঙ্গুর প্রাদুর্ভাব হচ্ছে, সেসব দেশেও উচ্চমাত্রায় এই মশা এবং এডিস এলবোপিকটাস পাওয়া যাচ্ছে",1,WFC
১৭৬২ সালের ভূমিকম্পের কারণে বঙ্গোপসাগরে সুনামি হয়,2,CWC
বিয়ানীবাজার উপজেলায় ১৮ সেপ্টেম্বর কেন্দ্রীয় কর্মসূচি পুলিশের বাধায় বিএনপি করতে পারেনি,2,CWC
ইসরায়েলের পররাষ্ট্রমন্ত্রী ইয়ার লাপিদ এক টুইটার পোস্টে নিজেই এই তথ্য জানিয়েছেন,2,CWC
গত আগস্টে দেশটির মুদ্রাস্ফীতির হার ছিল তুলনামূলকভাবে উচ্চ,2,CWC
তখন ওপরের তিনটি শর্ত পূরণ না হলে অনেক বড় সমস্যায় পড়তে হবে,0,NC
"আর ২০২৬ সালের বিশ্বকাপের ভেন্যু হিসেবে নির্বাচিত হয়েছে যুক্তরাষ্ট্র, কানাডা ও মেক্সিকো",1,WFC
চলতি বছরের ১৯ এপ্রিল দেশে সর্বোচ্চ ১৫ হাজার ৬৪৮ মেগাওয়াট বিদ্যুৎ উৎপাদন হয়েছে,2,CWC
বাংলাদেশ ব্যাংক কৈফিয়ত চাইলে তারা বাকি ৫০ শতাংশ সেবা খাতে ব্যয় করার কথা জানিয়েছে,1,WFC
"নিজের খাবার নিজেরা উৎপাদন করবার চেষ্টা করবেন যাতে পরিবেশের উপর চাপ কমে, বাজারের উপর চাপ কমে এবং সকলে মিলে আমরা কাজ করলে পরে অবশ্যই আমাদের বাংলাদেশে কোনরকম মানে আঘাত আসবে না- এটা আমার দৃঢ় বিশ্বাস",0,NC
ব্রিকস সম্মেলনে দক্ষিণ আফ্রিকায় থাকা ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদি ভার্চ্যুয়ালি ইসরোর আয়োজনে যুক্ত হন,1,WFC
যেখানে হিংসা-বিদ্বেষ হানাহানি থাকবে না,0,NC
"ভরাট করা দিঘি ও পুকুর খনন করার পাশাপাশি বিদ্যমান পুকুর, দিঘি ও জলাশয় রক্ষা করতে হবে",0,NC
তিনিসহ পর্যটন পুলিশের কাছে যাই,0,NC
আবার এটা ব্যবহার করে গুজব ছড়িয়ে সহিংস ঘটনা ঘটালে তা প্রতিরোধেরও আগাম ব্যবস্থা নাই,0,NC
যারা উন্নয়নমূলক কাজ করছে তারা ইচ্ছেমতো কাজটা করে যাচ্ছে,0,NC
চাষি এক বিঘা আলু চাষে ২৭ থেকে ১০০ কেজি ইউরিয়া সার ব্যবহার করে থাকেন,2,CWC
আমেরিকার ভারমন্টে এ মোটরসাইকেল দুর্ঘটনার শিকার হন ট্রিট,1,WFC
"নিরাপত্তা দিয়ে তো আর পূজা হয় না, এটা তো একটা উৎসব",0,NC
এছাড়া আপেল এবং অ্যাপ্রিকোট-এও আছে ভিটামিন বি ১৭ এর নির্যাস,2,CWC
ভোজ্যতেলের সংকট মোকাবিলা করা যেতে পারে,1,WFC
চুক্তি বাস্তবায়িত না হলে পাহাড়ের সমস্যার সমাধান কঠিনতর হয়ে উঠবে,1,WFC
"কিন্তু সরকারের এই সিদ্ধান্ত সাধারণ মানুষকে আরও নিরুপায় করবে বলে অর্থনীতিবিদ, বিশ্লেষকরা মত দিচ্ছেন",1,WFC
কিন্তু সেই জ্বালানি কোথা থেকে আসবে সে বিষয়ে কোনো পরিকল্পনা আমাদের নেই,0,NC
পাশাপাশি বিভিন্ন এলাকা থেকে ডেঙ্গু বহনকারী রোগীরা এলাকায় যাতায়াত করায় তা ছড়িয়ে পড়ে,1,WFC
কুমিল্লার নানুয়া দিঘির পারে পুজা মণ্ডপ থেকে বুধবার সকালে পবিত্র কোরআন উদ্ধার করেন কোতোয়ালী থানার ওসি,2,CWC
"দ্রুত ছড়িয়ে পড়ার ক্ষমতা সম্পন্ন এই ভাইরাস একদিকে যেমন অগণিত মানুষের জীবন কেড়ে নিচ্ছে, অন্যদিকে ক্ষতিসাধন করছে মানুষের জীবন-জীবিকার",1,WFC
তার আগে কোনো টাকা আর আপনাকে দেওয়া হবে না,0,NC
"আর কিছু না হোক, অন্তত ধ্বংসস্তূপের নীচ থেকে মানুষকে উদ্ধার এবং চিকিৎসা-সহায়তাটুকু হলেও করা দরকার এখন",0,NC
বাংলাদেশে ১৯৯০ সালে সামরিক শাসক জেনারেল এইচ এম এরশাদ ক্ষমতাচ্যুত হবার পর থেকে ‘গণতন্ত্রে উত্তরণের’ সময়কাল হিসেবে বিবেচনা করা হয়,2,CWC
তবে যুদ্ধ ও নিষেধাজ্ঞার কারণে আন্তর্জাতিক বাণিজ্যের ক্ষেত্রে বড় ধরনের অনিশ্চয়তা সৃষ্টি হচ্ছে,1,WFC
শাসকগোষ্ঠী চুক্তিকে মানুষের মন থেকে ভুলিয়ে দিতে চায়,0,NC
ফলে চীন রাশিয়ার কাছ থেকে অনেক অপরিশোধিত তেল কিনছে,1,WFC
"আমার মনে হয়, সরকার ত্বরিতগতিতে একটা হঠকারী সিদ্ধান্ত নিয়েছে",0,NC
ষাটের দশকে রমনার বটমূলে সাংস্কৃতিক সংগঠন ছায়ানটের বর্ষবরণ সঙ্গীত পরিবশেন শুরু হয়,2,CWC
"ময়মনসিংহ বিভাগে দুর্ঘটনা ৯.১৬ শতাংশ, প্রাণহানি ৯.০৬ শতাংশ ঘটেছে",2,CWC
পাঙ্গাশ মাছ স্বাদুপানি ও আধা লবণাক্ত পানিতে বসবাস করে,1,WFC
‘আন্ডার আর্ম’ ডেলিভারির কারণে তাকে লাল কার্ড দেখিয়ে মাঠ থেকে বের করে দিয়েছিলেন আম্পায়ার বিলি বাউডেন,2,CWC
ডিজিটাল বাংলাদেশ গড়ার পর আমাদের পরবর্তী লক্ষ্য হবে স্মার্ট বাংলাদেশ গড়ে তোলা,1,WFC
আবহাওয়া ঠান্ডা থাকায় অক্টোবর থেকে ফেব্রুয়ারি পর্যন্ত বিদ্যুতের চাহিদা কিছুটা কমে যাবে,1,WFC
"যেহেতু আমরা একটি অতিমারির মধ্যে আছি, তাই সব জায়গায় মাঙ্কিপক্স নিয়ে একধরনের হইচই আছে",0,NC
"অর্থনৈতিক যুদ্ধের প্রভাব কোন একক দেশের গন্ডির মধ্যে সীমাবদ্ধ থাকে না, ছড়িয়ে পড়ে বিশ্বব্যাপী",1,WFC
বর্তমানে এসে নানা পরিস্থিতি বিবেচনায় দাম সমন্বয় করতে হচ্ছে,1,WFC
"এ প্রকল্পগুলো কীভাবে বাংলাদেশের জনগণের জীবিকা উন্নয়নে অবদান রাখছে, কীভাবে চীন ও বাংলাদেশের জনগণের মৈত্রী বাড়াতে ভূমিকা রাখবে",0,NC
"কিছুদিন আগে আমরা দেখলাম ভোজ্যতেলের দাম বেড়ে গেল, কিছু লোককে গ্রেপ্তার করা হলো",1,WFC
অথচ শিল্প বিপ্লবের আগে প্রাচীন ও মধ্য যুগে মানুষের গড় বয়স ছিল মাত্র ৪০ এর মতো,2,CWC
ফুটবলের ইতিহাসের সবচেয়ে গুরুত্বপূর্ণ ফুটবলারদেরই একজন 'দ্য গোল্ডেন অ্যারো' খ্যাত ডি স্টেফানো,1,WFC
সবকিছু মিলে একটা উদ্বেগ তৈরি হয়েছে,0,NC
"নববর্ষ উদযাপনের প্রধান উপাদান ছিল গ্রামীণ মেলা, হালখাতা এবং বিভিন্ন ধরনের খেলাধুলা",1,WFC
দেখানোর চেয়ে কার্যকর ব্যবস্থা নিলে এ অবস্থা হওয়ার কথা নয়,0,NC
এসি ও ফ্রিজের তাপমাত্রা কত রাখা উচিত- এ ধরনের পরামর্শ ব্যাপকভাবে দেওয়া উচিত,0,NC
করোনাভাইরাসের কারণে বিগত দুই বছর জনসমাগম করে উন্মুক্ত স্থানে পয়লা বৈশাখের অনুষ্ঠানমালা করা যায়নি,1,WFC
"এর মধ্যে ব্যাংকঋণ নেওয়ার পরিকল্পনা ১ লাখ ৩২ হাজার ৩৯৫  কোটি টাকা, যা বর্তমান অর্থবছরের ১ লাখ ৬ হাজার ৩৩৪ কোটি টাকার তুলনায় ২৬ হাজার কোটি বা ২৪ শতাংশ বেশি",2,CWC
ফারদিনের লাশ পাওয়ার পর আইনশৃঙ্খলা রক্ষাকারী বাহিনী থেকে আমাকে জোর করা হচ্ছিল নারায়ণগঞ্জের সিদ্ধিরগঞ্জ থানায় মামলা করার জন্য,0,NC
"সরকার সিদ্ধান্ত নেয় যে, সমন্বিত ব্যবস্থাপনায় ঢাকা শহর বসবাস করবে",1,WFC
"বর্তমান বৈশ্বিক মন্দাও আমরা মোকাবিলা করবো, ইনশাআল্লাহ",0,NC
ক্রিকেটার থেকে রাজনীতিবিদ হওয়া সাবেক পাকিস্তানি প্রধানমন্ত্রী ইমরান খানকে গতকাল মঙ্গলবার গ্রেপ্তার করা হয়েছে,2,CWC
বেনাপোল বন্দরে আমদানি-রপ্তানি বন্ধ,2,CWC
"সামাজিক মর্যাদা আগে শিক্ষকের ছিল, এখন আর সেটা নেই",0,NC
"জনপ্রশাসন মন্ত্রণালয়ের তথ্য বলছে, দেশে সরকারি চাকরিজীবী প্রায় ১৪ লাখ",2,CWC
ঐ সময় সামাজিক নিরাপত্তা খাতে বরাদ্দ ছিল ৩৭৩ কোটি টাকা,2,CWC
বন্ধুস্বজনেরা অনুষ্ঠান করে জন্মদিন উদ্‌যাপন করতে চেয়েছিল,0,NC
অন্যান্য সব পণ্যের মতো ঈদের আগে ক্রেতারা মসলার বাজারে এসে বিপাকে পড়ে,1,WFC
"আবার যে খেলনা দিয়ে সে খেলে, সেখানেও হয়তো সিসা আছে",1,WFC
"ভারত, মিয়ানমার ও ভুটান থেকে বিদ্যুৎ আমদানির প্রক্রিয়া চলছে",1,WFC
"কিন্তু, করোনার কারণে এটা কিছুটা ক্ষতিগ্রস্ত হয়েছে",1,WFC
"হিন্দু ভাইদের আমি বলবো, তারা যেন সাধারণ মুসলমানদের এ বিষয়ে দায়ী না করেন",0,NC
নারীর ক্ষমতায়নে বাংলাদেশ বিশ্বের শীর্ষ-স্থানীয় দেশগুলোর অন্যতম,1,WFC
"বিজ্ঞানীরা বলছেন, আজকালের মধ্যেই পৃথিবীর অনেক কাছ দিয়ে যাবে একটি বিশালাকার গ্রহাণু",1,WFC
সেটার বদলে হয়ত একটা মেশিন কাজ করবে,0,NC
"যার মধ্যে রয়েছে ঢাকা ও ঢাকার বাইরের ১৪৪.২৪৪৫৬ একর জমি, ২৭টি বাড়ি, ১৯টি ফ্ল্যাট, ১১টি গাড়ি ও চারটি নৌযান",2,CWC
চাঁপাইনবাবগঞ্জে গ্রামবাসীরা মৃতদেহ চুরি রোধের জন্য দ্রুত লাঠি ও সিমেন্ট দিয়ে কবর দেয়,1,WFC
বিষয়টি কীভাবে দেখছেন?,0,NC
বিশ্বে এই মুহূর্তে রাশিয়া–ইউক্রেন সংকট প্রকট হয়েছে,1,WFC
সোনালি ব্যাংকের মাধ্যমে এই ঋণ দেওয়া হচ্ছে ২ শতাংশ হার সুদে,1,WFC
রাজপথে আন্দোলন করার শক্তি নেই বলেই তো তারা এই ধরনের ষড়যন্ত্রের পথ বেছে নিয়েছে,0,NC
"বাংলাদেশ পরিসংখ্যান ব্যুরোর (বিবিএস) তথ্য থেকে দেখা যায়, স্বাধীনতার পর ১৯৭২ সালে বাংলাদেশে কোটিপতির সংখ্যা ছিল মাত্র পাঁচজন",2,CWC
অন্যদিকে বিরোধী দলকে বয়কটের নীতি থেকে বেরিয়ে আসতে হবে,0,NC
পরিস্থিতি স্বাভাবিক হওয়ার সঙ্গে সঙ্গেই শিক্ষা প্রতিষ্ঠানসমূহ খুলে দেওয়া হবে,0,NC
আমরা সেই প্রতিজ্ঞা পরিপূর্ণ করেছি,0,NC
দেশে সর্বশেষ ২৪ ঘণ্টায় (গতকাল বুধবার সকাল ৮টা থেকে আজ বৃহস্পতিবার সকাল ৮টা পর্যন্ত) করোনায় আক্রান্ত হয়ে দুজনের মৃত্যু হয়েছে,2,CWC
এ ধরনের কাজগুলো আমাদের তৃপ্তি দেয়,0,NC
নতুন করে আরও ৪৪ দেশের নাগরিকত্বপ্রাপ্ত বাংলাদেশিদের জন্য দ্বৈত নাগরিকত্বের সুযোগ দিয়েছে সরকার,2,CWC
দেশে এখন পর্যন্ত ২০ লাখ ৩৭ হাজার ৪৭৮ জনের করোনা শনাক্ত হয়েছে,2,CWC
"একইভাবে, গ্যাসের দাম এক স্ট্রোকে ৬০ মার্কিন ডলারে বৃদ্ধি পেয়েছিল",2,CWC
দেশের মানুষ বিদেশে পরিশ্রম করে আমাদের জন্য রেমিট্যান্স পাঠান,1,WFC
কিন্তু আমাদের কি জানি না ভাগ্য ট্রাকের ডালার সাথে গ্রেনেড লেগে নিচে পড়ে গেছে,0,NC
যখন যে ব্যবস্থা নেওয়া দরকার তা নেওয়া হচ্ছে,0,NC
এ ছাড়া গুজব রটনা করা ব্যক্তিদের দ্রুততম সময়ের মধ্যে শনাক্ত করে আইনের আওতায় আনার ক্ষেত্রে জিরো টলারেন্স নীতি গ্রহণ করার বিকল্প নেই,0,NC
কেন তা আমরা জানি না,0,NC
এ দুর্ঘটনার একটি ভিডিও সামাজিক ছড়িয়ে পড়েছে,1,WFC
এক্ষেত্রে দেশে মানুষ যদি ঐক্যবদ্ধ হয়ে আন্দোলন করে তাহলে তত্ত্বাবধায়ক হবে,0,NC
মেসি এই খাবারটি ছোটবেলা থেকেই পছন্দ করেন,0,NC
২০০৬ সালে মুক্তিযোদ্ধা ভাতা ছিলো ৫০০ টাকা ২০০৯ সালে দেয়া হয় ৯০০ টাকা করে,2,CWC
তবে সেগুলো কিন্তু মূল সংবিধান রচনার বেশ পরে যুক্ত করা হয়েছে,1,WFC
সেবার আতঙ্কেই মারা যান ৬ জন,2,CWC
আমি সকলকে না বলতে পারলেও একটি দেশের প্রধানমন্ত্রীকে না বলতে পারিনি,0,NC
এর মধ্যে মার্চ থেকে জুন পর্যন্ত বেড়েছে তিন হাজারের বেশি,2,CWC
"এদের মধ্যে ১৮,০০০ জন মারা গিয়েছিল",2,CWC
"এই নীতির আলোকে কারও আমেরিকান ভিসার আবেদন প্রত্যাখাত হলে, ইউরোপ ও মধ্যপ্রাচ্যে আমেরিকার মিত্র যেসব দেশ বাংলাদেশের মানুষের প্রিয় গন্তব্যস্থল (অবকাশ, ব্যবসা বা সন্তানদের শিক্ষার জন্য) সেখানে ভিসাপ্রাপ্তিও অনিশ্চিত হয়ে উঠতে পারে",0,NC
এ বছর নোবেল শান্তি পুরস্কারের জন্য ৩১৮ টি নাম আসে,2,CWC
বিশ্বের ১০৫টি শহরের মধ্যে আজ রোববার সকাল আটটার দিকে ঢাকার অবস্থান নবম,2,CWC
কিন্তু কখনো রাষ্ট্রের বড় ধরনের অপরাধমূলক ঘটনায় আমরা বিটিআরসিকে তার সেই দায়িত্ব প্রয়োজনীয় ও যথাযথভাবে উপযোগিতার ধারণা মনে রেখে পালন করতে দেখিনি,0,NC
"তবে এটা শুধু আমাদের সরকার বা এই সময়ের বিষয় নয়, পৃথিবীর যেকোনো দেশের কর্তৃত্ববাদী সরকারের আমলেই এটা হয়ে থাকে",0,NC
যদি সম্ভব হয় শহরে সপ্তাহে এক দিন যান্ত্রিক যানবাহন বন্ধ রাখতে হবে,0,NC
২০২৩-২৪ অর্থবছরের প্রস্তাবিত বাজেটের আকার ধরা হয় ৭ লাখ ৬১ হাজার ৭৮৫ কোটি টাকা,2,CWC
কেন একবিংশ শতাব্দীতে ক্যান্সারের প্রকোপ এত বেশি এবং ৫০ বছর আগে নয়?,1,WFC
সারাদেশে অর্থনৈতিক অঞ্চল গড়ে তোলা হবে,0,NC
চাকুরির বয়সসীমা ৫৭ থেকে ৫৯ বছর করা হয়েছে,2,CWC
সরকারী ক্রয় প্রক্রিয়া অনলাইনে সম্পাদন করার বিষয়টিকে প্রাতিষ্ঠানিক রূপ দেওয়া হয়েছে,1,WFC
বাংলাদেশেও গত ২৫-এ মার্চ থেকে ২৫-এ এপ্রিল পর্যন্ত একটানা ৩২ দিন সাধারণ ছুটি বলবৎ হয়েছে,2,CWC
পার্বত্য চুক্তি যথাযথ ও পূর্ণাঙ্গভাবে বাস্তবায়নে ছাত্র-যুবসমাজসহ জুম্ম জনগণের অধিকতরভাবে এ আন্দোলনে শামিল হওয়া একান্ত জরুরি,0,NC
প্রাইস ওয়াটার হাউস কুপারস-এর প্রক্ষেপণ অনুযায়ী ২০৪০ সাল নাগাদ বাংলাদেশের অর্থনীতি বিশ্বে ২৩তম স্থান দখল করবে,2,CWC
২০০৯ থেকে ২০২০ সালের মধ্যে ৪৫৩ কিলোমিটার জাতীয় মহাসড়ক চার বা তদুর্ধ্ব লেনে উন্নীত করা হয়েছে,2,CWC
শনিবার (১৭ জুন) দুপুরের পর সদর উপজেলার একটি মাছের ঘের থেকে ও অপরটি বরিশাল সরকারি ব্রজমোহন (বিএম) কলেজ ছাত্রাবাসের কক্ষ থেকে উদ্ধার করা হয়েছে,1,WFC
আমাদের প্রধান সেতুর খরচ ১২ হাজার ১০০ কোটি,2,CWC
সেখানকার কাঠমিস্ত্রিরা নতুন কাঠ দিয়ে কফিনের বাক্স তৈরি করছেন,1,WFC
দুই ইউনিটের কেন্দ্রের একটি ইউনিটের উৎপাদন ইতোমধ্যে বন্ধ হয়ে গেছে,2,CWC
আমি আমার ভুল বুঝতে পেরেছি,0,NC
কোনো পণ্যই যাতে রাস্তায় ফেলে দিতে না হয়,0,NC
"আপনারা এখন যেটুকু করছেন সেজন্য ধন্যবাদ জানাই, তবে গবেষণার উপর আরো গুরুত্ব দিতে হবে",0,NC
"এবার বোরোর ফলন হয়েছে ২ কোটি ১৮ লাখ টন, যা দেশের ইতিহাসে সর্বোচ্চ",2,CWC
নির্বাচনে প্রার্থী আমার স্বামী,0,NC
দিনরাত গোলাবারুদ নিক্ষেপ বন্ধ করে রুশ বাহিনী কোনো বড় অভিযানের জন্য সেগুলি প্রস্তুত রাখছে বলে হাইদাই মনে করছেন,1,WFC
"এই ইউনিয়নে পাঁচটি মনসা মন্দির, একটি লক্ষ্মী মন্দির ও একটি কালী মন্দিরের প্রতিমাও ভাঙা হয়েছে",2,CWC
তাহলে বাংলাদেশের বায়ুতে ব্ল্যাক কার্বনের উপস্থিতির পরিমাণ সেসব দেশের তুলনায় ১০০ বা ১২০ গুণ বেশি,2,CWC
২০১৬ সালের ১ জুলাই রাতে জঙ্গি হামলায় ১৭ জন বিদেশিসহ নিহত হন মোট ২২ জন,2,CWC
"আবার এটাও সত্য যে, ধর্মবিশ্বাসী কোন হিন্দু ওই পবিত্র কোরআন শরীফ স্পর্শ করবে না, মন্দিরে নেবে না",2,CWC
বাজারে অন্যান্য নিত্যপণ্যের সঙ্গে চিনির দামও বৃদ্ধি পাচ্ছে,1,WFC
গত এক দিনে দেশে এডিস মশাবাহিত ডেঙ্গু জ্বরে আরও চারজন লোক মারা গেছে,2,CWC
"কিন্তু এখন একটা শিক্ষিত শ্রেণী গড়ে উঠেছে, যাদের আর্থিক সামর্থ্য একটা সুষম খাদ্যতালিকা তৈরি করেছে",1,WFC
এবার পুরো বাজেট হচ্ছে সরকারি দলের পৃষ্ঠপোষকতার অর্থনীতির বাজেট,0,NC
শুধু বেড়েই চলেছে এমনটি নয়,1,WFC
মাধ্যমিক পর্যন্ত সকল শিক্ষার্থীকে প্রতিবছর বিনামূল্যে বই দেওয়া হচ্ছে,1,WFC
এছাড়া অধিদপ্তরের সব অঞ্চলের অতিরিক্ত পরিচালকদের ঘূর্ণিঝড়ের আশঙ্কার সর্তকর্তামূলক তথ্য ব্যাপকভাবে প্রচার করতে বলা হয়েছে,1,WFC
আপনি কি মনে করেন ভোটটি অংশগ্রহণমূলক ও সুষ্ঠু হবে?,0,NC
নানা প্রতিক‚লতা পেরিয়েও বড় বড় মেগা প্রকল্পগুলোর কাজ শেষ পর্যায়ে রয়েছে,1,WFC
তেমনি আরেকটি প্রকল্প সাড়ে ১৮ হাজার কোটি টাকা ব্যয়ে কক্সবাজার পর্যন্ত রেললাইন নির্মাণ,2,CWC
"বাংলাদেশ ব্যাংকের তথ্যমতে, চার কোটি ব্যাংক অ্যাকাউন্টধারী আছেন",2,CWC
ধানমন্ডির মেট্রো শপিং মলের চারতলার একটি দোকান থেকে হীরার গয়না চুরি হয়েছে বলে অভিযোগ করেছেন দোকানের মালিক,1,WFC
অন্যদিকে ১ জানুয়ারি থেকে এ পর্যন্ত সুস্থ হয়ে হাসপাতাল থেকে ছাড়পত্র পেয়েছেন ২ হাজার ৫৮৩ জন,2,CWC
এই প্রেক্ষাপটে এ বছর বিশ্ব অর্থনীতি কোন পথে চলেছে?,0,NC
"ঢাকা বিশ্ববিদ্যালয়ের ভূতত্ত্ব বিভাগের শিক্ষক ড. মো. আনোয়ার হোসেন ভূঁঞা বলেন, বাংলাদেশে গত ১২০-২৫ মাঝারি ও বড় মাত্রার প্রায় শতাধিক ভূকম্প অনুভূত হয়েছে",2,CWC
পাখি খাওয়ার বিষয়টি না থাকলে হাট-বাজারে এভাবে কখনো পাখি বিক্রি হতো না,1,WFC
হঠাৎ পণ্যের দাম বেড়ে গেলে তাদের ক্রয়ক্ষমতা কমে যায়,1,WFC
এই সময়ে আট লাখ ৮৩ হাজার ৫২৯ টাকার টোল আদায় হয়েছে,2,CWC
"ছবিটি ভারতের অসুস্থ শিশু সুরিয়া তেজের, বাংলাদেশের কারো নয়",1,WFC
আমাদের নির্বাচনী প্রস্তুতি ছিল ব্যাপক,0,NC
"উচ্চমানের চিন্তাশীল, মানবিক গুণাবলির চর্চা এবং জীবনমুখী শিক্ষার কোনো স্থান নেই",1,WFC
তারপর আমার সঙ্গে তদন্ত সংস্থাগুলো কমই যোগাযোগ করেছে,0,NC
বাংলাদেশ প্রকৌশল বিশ্ববিদ্যালয়ের (বুয়েট) সাবেক অধ্যাপক শামীম জেড বসুনিয়া পদ্মা সেতুর মূল কাঠামোর কারিগরি দিক নিয়ে প্রয়াত অধ্যাপক জামিলুর রেজা চৌধুরীর সঙ্গে কাজ করেছেন,1,WFC
২৩ সালে হজের ভিসা পেতে হলে যাত্রীর বয়স অন্তত ১২ বছর হতে হবে,2,CWC
অন্যেরা স্ট্রোকের কারণে পক্ষাঘাতগ্রস্ত হয়,1,WFC
সেখান থেকে ঋণ নেয়া মানেই নতুন করে ছাপানো টাকা বাজারে ছাড়া হচ্ছে,0,NC
সরকার গাড়ি কেনার ব্যয়সীমাও সম্প্রতি বাড়িয়েছে,1,WFC
সকল ক্ষেত্রে গবেষণার উপর জোর দেওয়া হয়েছে,1,WFC
এরপর দেশের সমুদ্রসীমায় জরিপ করার জন্য দুবার টেন্ডার ডাকা হয়েছে এবং একটি কোম্পানিকেই দুবার কাজটি করতে দেওয়া হয়েছে,1,WFC
"আরেকটি কার্ড ভালো করছে, সেটি হলো প্রিপেইড কার্ড",1,WFC
জেলা পর্যায়ের তিনটি হাসপাতাল ৫০ থেকে ১০০ শয্যায় উন্নীত করা হয়েছে,2,CWC
"স্বরাষ্ট্র মন্ত্রণালয়ের তথ্য অনুযায়ী, ২০০৯ সালে বাংলাদেশে অবৈধভাবে ৫০০,০০০ ভারতীয় রয়েছেন",2,CWC
এশিয়াতে দুটি প্রীতি ম্যাচ খেলতে বেইজিং-এ আর্জেন্টিনা,0,NC
প্রধানমন্ত্রী শেখ হাসিনার জনপ্রিয়তা সাম্প্রতিক সময়ে উল্লেখযোগ্য বৃদ্ধি পেয়েছে,1,WFC
১৯৭৭ সালের সেপ্টেম্বরে গ্রেপ্তার হন তিনি,2,CWC
যে কারণে ওই পানির স্রোত অনেক তীব্র হয়,0,NC
পদ্মা সেতুর টোল প্লাজায় শুরুতে আমরা দেখলাম যে মোটরসাইকেলের কারণে অধিকাংশ বুথ দখল হয়ে গেছে,0,NC
এ কারণে সে সময় তাঁর সঙ্গে আমার আলাপ-পরিচয় হয়নি,0,NC
কীটনাশক প্রয়োগ ছাড়াও ফসলের পোকামাকড় দমনের বিভিন্ন পদ্ধতি আছে,1,WFC
সিনেমার গল্পের ওপর নির্ভর করে সবটা,0,NC
"১৬৩৩ খ্রিস্টাব্দে ফ্রান্স, ব্রিটেন ও নেদারল্যান্ডসবাসীর মাধ্যমে আমেরিকার ম্যাসাচুসেটসে গুটিবসন্ত ছড়িয়ে পড়ে",2,CWC
ইতোমধ্যে গত বছরের মাঝামাঝি ৩০০ পরিবারের মধ্যে ফ্লাট বিতরণ করা হয়েছে,2,CWC
ডিজিটাল বাংলাদেশের সফল বাস্তবায়নের পর এখন আমরা স্মার্ট বাংলাদেশ গড়ার পথে,0,NC
পৃথিবীর বুকে এই প্রথম হিন্দু রাষ্ট্র নেপাল,2,CWC
একপর্যায়ে ওষুধ ও গুঁড়ো দুধের ঘাটতি দেখা দেয়,1,WFC
ফেসবুকে প্রচারিত ভুয়া সংবাদের উপর ভিত্তি করে সারাদেশে সাম্প্রদায়িক উত্তেজনা বৃদ্ধি পেয়েছে,0,NC
বানর কিন্তু এর বাহক হিসেবে কাজ করে না,1,WFC
